86,納入税額－行為年月２－申告区分３【宿泊数】,2,0
87,納入税額－行為年月２－申告区分３【税額】,2,0
88,納入税額－行為年月２【申告区分４】,1,0
89,納入税額－行為年月２－申告区分４【税率】,2,0
90,納入税額－行為年月２－申告区分４【宿泊数】,2,0
91,納入税額－行為年月２－申告区分４【税額】,2,0
92,納入税額－行為年月２【申告区分５】,1,0
93,納入税額－行為年月２－申告区分５【税率】,2,0
94,納入税額－行為年月２－申告区分５【宿泊数】,2,0
95,納入税額－行為年月２－申告区分５【税額】,2,0
96,納入税額－行為年月２【申告区分６】,1,0
97,納入税額－行為年月２－申告区分６【税率】,2,0
98,納入税額－行為年月２－申告区分６【宿泊数】,2,0
99,納入税額－行為年月２－申告区分６【税額】,2,0
100,納入税額－行為年月２【申告区分７】,1,0
101,納入税額－行為年月２－申告区分７【税率】,2,0
102,納入税額－行為年月２－申告区分７【宿泊数】,2,0
103,納入税額－行為年月２－申告区分７【税額】,2,0
104,納入税額－行為年月２【申告区分８】,1,0
105,納入税額－行為年月２－申告区分８【税率】,2,0
106,納入税額－行為年月２－申告区分８【宿泊数】,2,0
107,納入税額－行為年月２－申告区分８【税額】,2,0
108,納入税額－行為年月２【申告区分９】,1,0
109,納入税額－行為年月２－申告区分９【税率】,2,0
110,納入税額－行為年月２－申告区分９【宿泊数】,2,0
111,納入税額－行為年月２－申告区分９【税額】,2,0
112,納入税額－行為年月２【申告区分１０】,1,0
113,納入税額－行為年月２－申告区分１０【税率】,2,0
114,納入税額－行為年月２－申告区分１０【宿泊数】,2,0
115,納入税額－行為年月２－申告区分１０【税額】,2,0
116,納入税額－行為年月２－課税対象宿泊合計【宿泊数】,2,1
117,納入税額－行為年月２－課税対象宿泊合計【税額】,2,1
118,納入税額－行為年月２－課税免除【宿泊数】,2,1
119,納入税額－行為年月２－合計【宿泊数】,2,1
120,納入税額－行為年月２－合計【税額】,2,1
121,納入税額－行為年月３,1,1
122,納入税額－行為年月３【申告区分１】,1,1
123,納入税額－行為年月３－申告区分１【税率】,2,0
124,納入税額－行為年月３－申告区分１【宿泊数】,2,0
125,納入税額－行為年月３－申告区分１【税額】,2,0
126,納入税額－行為年月３【申告区分２】,1,0
127,納入税額－行為年月３－申告区分２【税率】,2,0
128,納入税額－行為年月３－申告区分２【宿泊数】,2,0
129,納入税額－行為年月３－申告区分２【税額】,2,0
130,納入税額－行為年月３【申告区分３】,1,0
131,納入税額－行為年月３－申告区分３【税率】,2,0
132,納入税額－行為年月３－申告区分３【宿泊数】,2,0
133,納入税額－行為年月３－申告区分３【税額】,2,0
134,納入税額－行為年月３【申告区分４】,1,0
135,納入税額－行為年月３－申告区分４【税率】,2,0
136,納入税額－行為年月３－申告区分４【宿泊数】,2,0
137,納入税額－行為年月３－申告区分４【税額】,2,0
138,納入税額－行為年月３【申告区分５】,1,0
139,納入税額－行為年月３－申告区分５【税率】,2,0
140,納入税額－行為年月３－申告区分５【宿泊数】,2,0
141,納入税額－行為年月３－申告区分５【税額】,2,0
142,納入税額－行為年月３【申告区分６】,1,0
143,納入税額－行為年月３－申告区分６【税率】,2,0
144,納入税額－行為年月３－申告区分６【宿泊数】,2,0
145,納入税額－行為年月３－申告区分６【税額】,2,0
146,納入税額－行為年月３【申告区分７】,1,0
147,納入税額－行為年月３－申告区分７【税率】,2,0
148,納入税額－行為年月３－申告区分７【宿泊数】,2,0
149,納入税額－行為年月３－申告区分７【税額】,2,0
150,納入税額－行為年月３【申告区分８】,1,0
151,納入税額－行為年月３－申告区分８【税率】,2,0
152,納入税額－行為年月３－申告区分８【宿泊数】,2,0
153,納入税額－行為年月３－申告区分８【税額】,2,0
154,納入税額－行為年月３【申告区分９】,1,0
155,納入税額－行為年月３－申告区分９【税率】,2,0
156,納入税額－行為年月３－申告区分９【宿泊数】,2,0
157,納入税額－行為年月３－申告区分９【税額】,2,0
158,納入税額－行為年月３【申告区分１０】,1,0
159,納入税額－行為年月３－申告区分１０【税率】,2,0
160,納入税額－行為年月３－申告区分１０【宿泊数】,2,0
161,納入税額－行為年月３－申告区分１０【税額】,2,0
162,納入税額－行為年月３－課税対象宿泊合計【宿泊数】,2,1
163,納入税額－行為年月３－課税対象宿泊合計【税額】,2,1
164,納入税額－行為年月３－課税免除【宿泊数】,2,1
165,納入税額－行為年月３－合計【宿泊数】,2,1
166,納入税額－行為年月３－合計【税額】,2,1
167,備考,0,0
